tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
350,2019-01-01T13:01:10Z,2019-01-01T13:07:01Z,357,E 11 St & Broadway,40.73261787,-73.99158043,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,33895,Subscriber,1943,1
1107,2019-01-01T13:01:14Z,2019-01-01T13:19:41Z,478,11 Ave & W 41 St,40.76030096,-73.99884222,223,W 13 St & 7 Ave,40.73781509,-73.99994661,30770,Subscriber,1974,2
2355,2019-01-01T13:01:15Z,2019-01-01T13:40:30Z,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,358,Christopher St & Greenwich St,40.73291553,-74.00711384,34715,Subscriber,1958,1
5887,2019-01-01T13:01:14Z,2019-01-01T14:39:21Z,3292,5 Ave & E 93 St,40.7857851,-73.957481,3292,5 Ave & E 93 St,40.7857851,-73.957481,19282,Customer,1969,0
151,2019-01-01T13:01:13Z,2019-01-01T13:03:44Z,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,3427,Lafayette St & Jersey St,40.72430527250332,-73.99600982666016,30623,Subscriber,1969,0
338,2019-01-01T13:01:24Z,2019-01-01T13:07:02Z,3686,Gansevoort St & Hudson St,40.739448201304036,-74.00507032871246,442,W 27 St & 7 Ave,40.746647,-73.993915,31947,Subscriber,1956,1
1100,2019-01-01T13:01:30Z,2019-01-01T13:19:50Z,478,11 Ave & W 41 St,40.76030096,-73.99884222,223,W 13 St & 7 Ave,40.73781509,-73.99994661,31558,Subscriber,1969,0
1143,2019-01-01T13:01:21Z,2019-01-01T13:20:24Z,3409,Bergen St & Smith St,40.6867443,-73.99063168,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,18925,Customer,1996,1
310,2019-01-01T13:01:24Z,2019-01-01T13:06:35Z,480,W 53 St & 10 Ave,40.76669671,-73.99061728,423,W 54 St & 9 Ave,40.76584941,-73.98690506,30165,Subscriber,1957,2
687,2019-01-01T13:01:31Z,2019-01-01T13:12:59Z,450,W 49 St & 8 Ave,40.76227205,-73.98788205,362,Broadway & W 37 St,40.75172632,-73.98753523,30891,Subscriber,1968,1
2109,2019-01-01T13:01:21Z,2019-01-01T13:36:30Z,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,3226,W 82 St & Central Park West,40.78275,-73.97137,19307,Customer,1969,0
713,2019-01-01T13:01:30Z,2019-01-01T13:13:24Z,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,3336,E 97 St & Madison Ave,40.787801,-73.953559,18914,Subscriber,1980,1
323,2019-01-01T13:01:27Z,2019-01-01T13:06:50Z,276,Duane St & Greenwich St,40.71748752,-74.0104554,308,St James Pl & Oliver St,40.71307916,-73.99851193,18405,Subscriber,1984,1
679,2019-01-01T13:01:28Z,2019-01-01T13:12:47Z,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,217,Old Fulton St,40.70277159,-73.99383605,16014,Subscriber,1964,2
1174,2019-01-01T13:01:30Z,2019-01-01T13:21:04Z,3409,Bergen St & Smith St,40.6867443,-73.99063168,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,30706,Customer,1996,2
9869,2019-01-01T13:01:39Z,2019-01-01T15:46:09Z,387,Centre St & Chambers St,40.71273266,-74.0046073,533,Broadway & W 38 St,40.75299641,-73.98721619,30469,Customer,1969,0
895,2019-01-01T13:01:34Z,2019-01-01T13:16:29Z,3314,W 95 St & Broadway,40.7937704,-73.971888,3158,W 63 St & Broadway,40.77163851,-73.98261428,15429,Subscriber,1990,1
968,2019-01-01T13:01:38Z,2019-01-01T13:17:47Z,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,3454,Leonard St & Maujer St,40.7103685423523,-73.94705951213837,35536,Subscriber,1984,1
1190,2019-01-01T13:01:40Z,2019-01-01T13:21:30Z,495,W 47 St & 10 Ave,40.76269882,-73.99301222,334,W 20 St & 7 Ave,40.74238787,-73.99726235,28903,Customer,1969,0
1198,2019-01-01T13:01:41Z,2019-01-01T13:21:39Z,495,W 47 St & 10 Ave,40.76269882,-73.99301222,334,W 20 St & 7 Ave,40.74238787,-73.99726235,16425,Customer,1969,0
5605,2019-01-01T13:01:40Z,2019-01-01T14:35:06Z,3292,5 Ave & E 93 St,40.7857851,-73.957481,3292,5 Ave & E 93 St,40.7857851,-73.957481,31152,Customer,1969,0
352,2019-01-01T13:01:44Z,2019-01-01T13:07:37Z,285,Broadway & E 14 St,40.73454567,-73.99074142,487,E 20 St & FDR Drive,40.73314259,-73.97573881,17682,Subscriber,1955,1
265,2019-01-01T13:01:52Z,2019-01-01T13:06:18Z,453,W 22 St & 8 Ave,40.74475148,-73.99915362,168,W 18 St & 6 Ave,40.73971301,-73.99456405,34016,Subscriber,1970,1
121,2019-01-01T13:01:50Z,2019-01-01T13:03:51Z,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,20283,Subscriber,1961,2
2475,2019-01-01T13:01:49Z,2019-01-01T13:43:04Z,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,3226,W 82 St & Central Park West,40.78275,-73.97137,19597,Customer,1969,0
684,2019-01-01T13:01:52Z,2019-01-01T13:13:16Z,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,3336,E 97 St & Madison Ave,40.787801,-73.953559,15858,Subscriber,1991,2
301,2019-01-01T13:01:53Z,2019-01-01T13:06:54Z,3047,Halsey St & Tompkins Ave,40.6823687,-73.944118,436,Hancock St & Bedford Ave,40.68216564,-73.95399026,26759,Subscriber,1980,1
1439,2019-01-01T13:01:55Z,2019-01-01T13:25:54Z,514,12 Ave & W 40 St,40.76087502,-74.00277668,238,Bank St & Washington St,40.7361967,-74.00859207,31299,Customer,1969,0
9844,2019-01-01T13:01:53Z,2019-01-01T15:45:57Z,387,Centre St & Chambers St,40.71273266,-74.0046073,533,Broadway & W 38 St,40.75299641,-73.98721619,33171,Customer,1969,0
3253,2019-01-01T13:02:01Z,2019-01-01T13:56:15Z,357,E 11 St & Broadway,40.73261787,-73.99158043,334,W 20 St & 7 Ave,40.74238787,-73.99726235,34046,Subscriber,1965,1
237,2019-01-01T13:02:04Z,2019-01-01T13:06:02Z,276,Duane St & Greenwich St,40.71748752,-74.0104554,330,Reade St & Broadway,40.71450451,-74.00562789,28166,Subscriber,1947,1
1215,2019-01-01T13:02:08Z,2019-01-01T13:22:24Z,314,Cadman Plaza West & Montague St,40.69383,-73.990539,3684,W 12 St & W 4 St,40.73756121181137,-74.00398269295692,35567,Subscriber,1989,1
1563,2019-01-01T13:02:11Z,2019-01-01T13:28:15Z,317,E 6 St & Avenue B,40.72453734,-73.98185424,3140,1 Ave & E 78 St,40.77140426,-73.9535166,20020,Subscriber,1991,1
606,2019-01-01T13:02:07Z,2019-01-01T13:12:14Z,3143,5 Ave & E 78 St,40.77632142182271,-73.96427392959595,484,W 44 St & 5 Ave,40.75500254,-73.98014437,17879,Subscriber,1992,1
1200,2019-01-01T13:02:07Z,2019-01-01T13:22:08Z,305,E 58 St & 3 Ave,40.76095756,-73.96724467,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,33076,Subscriber,1984,1
784,2019-01-01T13:02:13Z,2019-01-01T13:15:18Z,267,Broadway & W 36 St,40.75097711,-73.98765428,519,Pershing Square North,40.751873,-73.977706,30035,Subscriber,1997,1
1457,2019-01-01T13:02:10Z,2019-01-01T13:26:27Z,514,12 Ave & W 40 St,40.76087502,-74.00277668,238,Bank St & Washington St,40.7361967,-74.00859207,26581,Customer,1969,0
850,2019-01-01T13:02:18Z,2019-01-01T13:16:29Z,3314,W 95 St & Broadway,40.7937704,-73.971888,3158,W 63 St & Broadway,40.77163851,-73.98261428,17981,Subscriber,1990,1
1927,2019-01-01T13:02:20Z,2019-01-01T13:34:28Z,514,12 Ave & W 40 St,40.76087502,-74.00277668,358,Christopher St & Greenwich St,40.73291553,-74.00711384,25720,Customer,1969,0
1573,2019-01-01T13:02:26Z,2019-01-01T13:28:40Z,3403,4 Ave & 9 St,40.6705135,-73.98876585,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,31117,Subscriber,1988,1
591,2019-01-01T13:02:27Z,2019-01-01T13:12:19Z,3236,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188,524,W 43 St & 6 Ave,40.75527307,-73.98316936,34928,Subscriber,1986,1
114,2019-01-01T13:02:25Z,2019-01-01T13:04:19Z,3321,Clinton St & Union St,40.6831164,-73.99785267,3329,Degraw St & Smith St,40.6829151,-73.99318208,30973,Subscriber,1986,1
3761,2019-01-01T13:02:35Z,2019-01-01T14:05:16Z,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,3295,Central Park W & W 96 St,40.79127,-73.964839,16390,Customer,1989,2
973,2019-01-01T13:02:26Z,2019-01-01T13:18:39Z,3718,E 11 St & Avenue B,40.72746420692392,-73.97950418293476,462,W 22 St & 10 Ave,40.74691959,-74.00451887,16461,Customer,1969,0
1234,2019-01-01T13:02:29Z,2019-01-01T13:23:04Z,432,E 7 St & Avenue A,40.72621788,-73.98379855,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,34961,Subscriber,1958,2
334,2019-01-01T13:02:34Z,2019-01-01T13:08:08Z,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,497,E 17 St & Broadway,40.73704984,-73.99009296,20528,Subscriber,1984,1
771,2019-01-01T13:02:33Z,2019-01-01T13:15:24Z,267,Broadway & W 36 St,40.75097711,-73.98765428,519,Pershing Square North,40.751873,-73.977706,17047,Customer,1969,0
177,2019-01-01T13:02:34Z,2019-01-01T13:05:32Z,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,441,E 52 St & 2 Ave,40.756014,-73.967416,32805,Subscriber,1956,2
1673,2019-01-01T13:02:40Z,2019-01-01T13:30:33Z,3551,3 Ave & E 112 St,40.795508,-73.941606,3295,Central Park W & W 96 St,40.79127,-73.964839,19147,Customer,1969,0
107,2019-01-01T13:02:42Z,2019-01-01T13:04:30Z,3408,Congress St & Clinton St,40.6881529,-73.99520919,3303,Butler St & Court St,40.6849894,-73.99440329,34413,Subscriber,1969,2
2096,2019-01-01T13:02:43Z,2019-01-01T13:37:39Z,3701,Cliff St & Fulton St,40.70831794366396,-74.00504082441329,349,Rivington St & Ridge St,40.71850211,-73.98329859,26831,Subscriber,1982,1
1367,2019-01-01T13:02:42Z,2019-01-01T13:25:30Z,3641,Broadway & W 25 St,40.74286877312112,-73.98918628692627,545,E 23 St & 1 Ave,40.736502,-73.97809472,31030,Subscriber,1968,1
224,2019-01-01T13:02:43Z,2019-01-01T13:06:28Z,3538,W 110 St & Amsterdam Ave,40.802692,-73.96295,3534,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,21047,Subscriber,1982,1
591,2019-01-01T13:02:46Z,2019-01-01T13:12:37Z,458,11 Ave & W 27 St,40.751396,-74.005226,405,Washington St & Gansevoort St,40.739323,-74.008119,33803,Subscriber,1963,1
473,2019-01-01T13:02:45Z,2019-01-01T13:10:38Z,3113,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,19464,Subscriber,1984,1
2018,2019-01-01T13:02:46Z,2019-01-01T13:36:24Z,3314,W 95 St & Broadway,40.7937704,-73.971888,492,W 33 St & 7 Ave,40.75019995,-73.99093085,20244,Subscriber,1977,2
1443,2019-01-01T13:02:47Z,2019-01-01T13:26:51Z,3292,5 Ave & E 93 St,40.7857851,-73.957481,3323,W 106 St & Central Park West,40.7981856,-73.9605909006,33312,Customer,1969,0
1051,2019-01-01T13:02:49Z,2019-01-01T13:20:20Z,3409,Bergen St & Smith St,40.6867443,-73.99063168,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,20513,Customer,1969,0
951,2019-01-01T13:02:54Z,2019-01-01T13:18:45Z,3141,1 Ave & E 68 St,40.76500525,-73.95818491,526,E 33 St & 5 Ave,40.74765947,-73.98490707,35436,Subscriber,1993,2
1887,2019-01-01T13:02:58Z,2019-01-01T13:34:26Z,514,12 Ave & W 40 St,40.76087502,-74.00277668,358,Christopher St & Greenwich St,40.73291553,-74.00711384,25931,Customer,1969,0
1418,2019-01-01T13:03:04Z,2019-01-01T13:26:43Z,3292,5 Ave & E 93 St,40.7857851,-73.957481,3323,W 106 St & Central Park West,40.7981856,-73.9605909006,21390,Customer,1969,0
299,2019-01-01T13:03:05Z,2019-01-01T13:08:05Z,3701,Cliff St & Fulton St,40.70831794366396,-74.00504082441329,351,Front St & Maiden Ln,40.70530954,-74.00612572,33802,Subscriber,1969,0
1687,2019-01-01T13:03:10Z,2019-01-01T13:31:17Z,3456,Jackson St & Leonard St,40.71638031973561,-73.94821286201477,3429,Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863,26772,Subscriber,1985,1
1334,2019-01-01T13:03:10Z,2019-01-01T13:25:25Z,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,3137,5 Ave & E 73 St,40.77282817,-73.96685276,31641,Customer,1988,2
178,2019-01-01T13:03:13Z,2019-01-01T13:06:12Z,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,17465,Subscriber,1991,1
1987,2019-01-01T13:03:09Z,2019-01-01T13:36:16Z,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,358,Christopher St & Greenwich St,40.73291553,-74.00711384,35803,Customer,1990,1
519,2019-01-01T13:03:15Z,2019-01-01T13:11:55Z,394,E 9 St & Avenue C,40.72521311,-73.97768752,285,Broadway & E 14 St,40.73454567,-73.99074142,21150,Subscriber,1992,1
877,2019-01-01T13:03:10Z,2019-01-01T13:17:47Z,509,9 Ave & W 22 St,40.7454973,-74.00197139,509,9 Ave & W 22 St,40.7454973,-74.00197139,27733,Customer,1969,0
368,2019-01-01T13:02:58Z,2019-01-01T13:09:07Z,418,Front St & Gold St,40.70224,-73.982578,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,25789,Subscriber,1976,1
1155,2019-01-01T13:03:11Z,2019-01-01T13:22:27Z,301,E 2 St & Avenue B,40.72217444,-73.98368779,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,35650,Subscriber,1987,2
1641,2019-01-01T13:03:10Z,2019-01-01T13:30:32Z,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,3141,1 Ave & E 68 St,40.76500525,-73.95818491,34170,Subscriber,1976,2
475,2019-01-01T13:03:13Z,2019-01-01T13:11:08Z,3365,3 St & 7 Ave,40.6703837,-73.97839676,3581,Underhill Ave & Lincoln Pl,40.6740123,-73.9671457,16808,Subscriber,1988,2
568,2019-01-01T13:03:15Z,2019-01-01T13:12:44Z,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,3411,Bond St & Bergen St,40.6849668,-73.98620772,35682,Subscriber,1987,1
1549,2019-01-01T13:03:29Z,2019-01-01T13:29:18Z,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,3249,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,32411,Subscriber,1990,2
833,2019-01-01T13:03:24Z,2019-01-01T13:17:18Z,267,Broadway & W 36 St,40.75097711,-73.98765428,519,Pershing Square North,40.751873,-73.977706,31265,Customer,1969,0
1126,2019-01-01T13:03:26Z,2019-01-01T13:22:12Z,372,Franklin Ave & Myrtle Ave,40.694546087246025,-73.95801365375519,3571,Bedford Ave & Bergen St,40.676368,-73.952918,35329,Subscriber,1969,1
848,2019-01-01T13:03:38Z,2019-01-01T13:17:47Z,509,9 Ave & W 22 St,40.7454973,-74.00197139,509,9 Ave & W 22 St,40.7454973,-74.00197139,32344,Customer,1969,0
209,2019-01-01T13:03:27Z,2019-01-01T13:06:57Z,3419,Douglass St & 4 Ave,40.6792788,-73.98154004,3414,Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923,30007,Subscriber,1976,1
365,2019-01-01T13:03:29Z,2019-01-01T13:09:34Z,251,Mott St & Prince St,40.72317958,-73.99480012,297,E 15 St & 3 Ave,40.734232,-73.986923,16804,Subscriber,1992,1
1477,2019-01-01T13:03:31Z,2019-01-01T13:28:09Z,3292,5 Ave & E 93 St,40.7857851,-73.957481,3323,W 106 St & Central Park West,40.7981856,-73.9605909006,16356,Customer,1969,0
1676,2019-01-01T13:03:32Z,2019-01-01T13:31:28Z,494,W 26 St & 8 Ave,40.74734825,-73.99723551,494,W 26 St & 8 Ave,40.74734825,-73.99723551,33836,Subscriber,1988,1
868,2019-01-01T13:03:34Z,2019-01-01T13:18:02Z,509,9 Ave & W 22 St,40.7454973,-74.00197139,509,9 Ave & W 22 St,40.7454973,-74.00197139,27872,Customer,1969,0
252,2019-01-01T13:03:37Z,2019-01-01T13:07:49Z,330,Reade St & Broadway,40.71450451,-74.00562789,355,Bayard St & Baxter St,40.71602118,-73.99974372,14553,Subscriber,1974,1
237,2019-01-01T13:03:39Z,2019-01-01T13:07:37Z,3684,W 12 St & W 4 St,40.73756121181137,-74.00398269295692,470,W 20 St & 8 Ave,40.74345335,-74.00004031,16105,Subscriber,1976,1
6137,2019-01-01T13:03:40Z,2019-01-01T14:45:57Z,532,S 5 Pl & S 5 St,40.710451,-73.960876,3715,Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307,18460,Customer,1969,0
1892,2019-01-01T13:03:43Z,2019-01-01T13:35:16Z,387,Centre St & Chambers St,40.71273266,-74.0046073,321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,20256,Customer,1969,0
84,2019-01-01T13:03:52Z,2019-01-01T13:05:16Z,307,Canal St & Rutgers St,40.71427487,-73.98990025,350,Clinton St & Grand St,40.71559509,-73.9870295,29989,Subscriber,1959,1
989,2019-01-01T13:03:47Z,2019-01-01T13:20:17Z,532,S 5 Pl & S 5 St,40.710451,-73.960876,3715,Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307,17164,Customer,1969,0
726,2019-01-01T13:03:46Z,2019-01-01T13:15:52Z,507,E 25 St & 2 Ave,40.73912601,-73.97973776,482,W 15 St & 7 Ave,40.73935542,-73.99931783,30037,Subscriber,1962,2
1187,2019-01-01T13:03:53Z,2019-01-01T13:23:40Z,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,30027,Subscriber,1984,1
2340,2019-01-01T13:03:52Z,2019-01-01T13:42:52Z,487,E 20 St & FDR Drive,40.73314259,-73.97573881,3002,South End Ave & Liberty St,40.711512,-74.015756,35765,Subscriber,1996,1
847,2019-01-01T13:03:52Z,2019-01-01T13:18:00Z,509,9 Ave & W 22 St,40.7454973,-74.00197139,509,9 Ave & W 22 St,40.7454973,-74.00197139,20957,Customer,1969,0
977,2019-01-01T13:03:58Z,2019-01-01T13:20:16Z,532,S 5 Pl & S 5 St,40.710451,-73.960876,3715,Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307,32857,Customer,1969,0
1559,2019-01-01T13:03:54Z,2019-01-01T13:29:53Z,3529,Lenox Ave & W 130 St,40.8107922,-73.9430681,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,30315,Subscriber,1977,2
423,2019-01-01T13:04:04Z,2019-01-01T13:11:08Z,497,E 17 St & Broadway,40.73704984,-73.99009296,3641,Broadway & W 25 St,40.74286877312112,-73.98918628692627,26511,Subscriber,1982,1
712,2019-01-01T13:03:59Z,2019-01-01T13:15:52Z,3258,W 27 St & 10 Ave,40.75018156325683,-74.00218427181244,3258,W 27 St & 10 Ave,40.75018156325683,-74.00218427181244,33881,Subscriber,1992,1
536,2019-01-01T13:03:59Z,2019-01-01T13:12:56Z,212,W 16 St & The High Line,40.74334935,-74.00681753,3256,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,30576,Customer,1969,0
2996,2019-01-01T13:03:59Z,2019-01-01T13:53:56Z,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,3641,Broadway & W 25 St,40.74286877312112,-73.98918628692627,32798,Customer,1969,0
2988,2019-01-01T13:04:02Z,2019-01-01T13:53:50Z,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,3641,Broadway & W 25 St,40.74286877312112,-73.98918628692627,25283,Customer,1969,0
337,2019-01-01T13:04:06Z,2019-01-01T13:09:43Z,3660,W 16 St & 8 Ave,40.741021509002664,-74.001384973526,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,15848,Subscriber,1988,1
255,2019-01-01T13:04:05Z,2019-01-01T13:08:21Z,450,W 49 St & 8 Ave,40.76227205,-73.98788205,508,W 46 St & 11 Ave,40.76341379,-73.99667444,25640,Subscriber,1981,1
772,2019-01-01T13:04:05Z,2019-01-01T13:16:57Z,3288,E 88 St & 1 Ave,40.778301,-73.9488134,3362,Madison Ave & E 82 St,40.7781314,-73.96069399,30351,Subscriber,1961,2
254,2019-01-01T13:04:11Z,2019-01-01T13:08:25Z,127,Barrow St & Hudson St,40.73172428,-74.00674436,347,Greenwich St & W Houston St,40.728846,-74.008591,28967,Subscriber,1995,1
818,2019-01-01T13:04:11Z,2019-01-01T13:17:50Z,267,Broadway & W 36 St,40.75097711,-73.98765428,519,Pershing Square North,40.751873,-73.977706,30005,Customer,1969,0
232,2019-01-01T13:04:14Z,2019-01-01T13:08:07Z,450,W 49 St & 8 Ave,40.76227205,-73.98788205,508,W 46 St & 11 Ave,40.76341379,-73.99667444,27747,Subscriber,1988,1
1096,2019-01-01T13:04:14Z,2019-01-01T13:22:30Z,228,E 48 St & 3 Ave,40.7546011026,-73.971878855,247,Perry St & Bleecker St,40.73535398,-74.00483091,29694,Subscriber,1989,1
1490,2019-01-01T13:04:19Z,2019-01-01T13:29:09Z,459,W 20 St & 11 Ave,40.746745,-74.007756,3166,Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449,29894,Subscriber,1993,2
414,2019-01-01T13:04:13Z,2019-01-01T13:11:07Z,501,FDR Drive & E 35 St,40.744219,-73.97121214,540,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,14904,Customer,1969,0
94,2019-01-01T13:04:14Z,2019-01-01T13:05:49Z,3339,Berkeley Pl & 6 Ave,40.6765304,-73.97846879,3361,Carroll St & 6 Ave,40.6740886,-73.9787282,26792,Subscriber,1969,1
1454,2019-01-01T13:04:14Z,2019-01-01T13:28:29Z,3424,E 106 St & Lexington Ave,40.791976,-73.945993,3165,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,34073,Subscriber,1988,1
1738,2019-01-01T13:04:17Z,2019-01-01T13:33:15Z,3077,Stagg St & Union Ave,40.70877084,-73.95095259,3260,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554,30174,Subscriber,1977,1
1194,2019-01-01T13:04:20Z,2019-01-01T13:24:14Z,514,12 Ave & W 40 St,40.76087502,-74.00277668,276,Duane St & Greenwich St,40.71748752,-74.0104554,28553,Subscriber,1959,2
475,2019-01-01T13:04:20Z,2019-01-01T13:12:16Z,2003,1 Ave & E 18 St,40.733812191966315,-73.98054420948029,402,Broadway & E 22 St,40.7403432,-73.98955109,33995,Subscriber,1988,1
482,2019-01-01T13:04:27Z,2019-01-01T13:12:29Z,346,Bank St & Hudson St,40.73652889,-74.00618026,453,W 22 St & 8 Ave,40.74475148,-73.99915362,32582,Subscriber,1991,2
514,2019-01-01T13:04:27Z,2019-01-01T13:13:02Z,439,E 4 St & 2 Ave,40.7262807,-73.98978041,331,Pike St & Monroe St,40.71173107,-73.99193043,35250,Subscriber,1989,1
429,2019-01-01T13:04:21Z,2019-01-01T13:11:30Z,311,Norfolk St & Broome St,40.7172274,-73.98802084,531,Forsyth St & Broome St,40.71893904,-73.99266288,34090,Subscriber,2000,1
756,2019-01-01T13:04:21Z,2019-01-01T13:16:57Z,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,217,Old Fulton St,40.70277159,-73.99383605,33846,Subscriber,1962,1
409,2019-01-01T13:04:22Z,2019-01-01T13:11:11Z,3365,3 St & 7 Ave,40.6703837,-73.97839676,3581,Underhill Ave & Lincoln Pl,40.6740123,-73.9671457,27060,Subscriber,1993,1
1483,2019-01-01T13:04:25Z,2019-01-01T13:29:09Z,459,W 20 St & 11 Ave,40.746745,-74.007756,3166,Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449,34129,Subscriber,1994,2
478,2019-01-01T13:04:36Z,2019-01-01T13:12:35Z,3415,Prospect Pl & 6 Ave,40.6793307,-73.97519523,3373,3 St & 3 Ave,40.6750705,-73.98775226,34265,Subscriber,1983,1
1130,2019-01-01T13:04:37Z,2019-01-01T13:23:28Z,3112,Milton St & Franklin St,40.72906,-73.95779,3105,N 15 St & Wythe Ave,40.724055,-73.955736,31279,Customer,1970,1
480,2019-01-01T13:04:44Z,2019-01-01T13:12:44Z,355,Bayard St & Baxter St,40.71602118,-73.99974372,309,Murray St & West St,40.7149787,-74.013012,33892,Subscriber,1993,0
515,2019-01-01T13:04:41Z,2019-01-01T13:13:17Z,326,E 11 St & 1 Ave,40.72953837,-73.98426726,358,Christopher St & Greenwich St,40.73291553,-74.00711384,27238,Subscriber,1984,1
3617,2019-01-01T13:04:44Z,2019-01-01T14:05:02Z,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,35537,Subscriber,1972,1
245,2019-01-01T13:04:44Z,2019-01-01T13:08:49Z,3687,E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,472,E 32 St & Park Ave,40.7457121,-73.98194829,26945,Subscriber,1990,1
1191,2019-01-01T13:04:45Z,2019-01-01T13:24:37Z,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,3086,Graham Ave & Conselyea St,40.715143,-73.944507,31898,Subscriber,1993,2
915,2019-01-01T13:04:45Z,2019-01-01T13:20:00Z,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,164,E 47 St & 2 Ave,40.75323098,-73.97032517,35773,Subscriber,1989,1
963,2019-01-01T13:04:47Z,2019-01-01T13:20:50Z,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,164,E 47 St & 2 Ave,40.75323098,-73.97032517,32192,Customer,1969,0
1636,2019-01-01T13:04:47Z,2019-01-01T13:32:03Z,3306,10 St & 7 Ave,40.6662078,-73.98199886,3354,3 St & Prospect Park West,40.668132,-73.97363831,21677,Subscriber,1968,1
1844,2019-01-01T13:04:47Z,2019-01-01T13:35:31Z,387,Centre St & Chambers St,40.71273266,-74.0046073,321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,16853,Customer,1969,0
616,2019-01-01T13:05:02Z,2019-01-01T13:15:18Z,472,E 32 St & Park Ave,40.7457121,-73.98194829,3463,E 16 St & Irving Pl,40.735367055605394,-73.98797392845154,14731,Customer,1987,2
501,2019-01-01T13:04:57Z,2019-01-01T13:13:18Z,3115,India St & Manhattan Ave,40.73232194,-73.9550858,3715,Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307,25098,Subscriber,1986,2
353,2019-01-01T13:04:48Z,2019-01-01T13:10:42Z,308,St James Pl & Oliver St,40.71307916,-73.99851193,2009,Catherine St & Monroe St,40.71117444,-73.99682619,35002,Subscriber,1939,1
3205,2019-01-01T13:04:53Z,2019-01-01T13:58:19Z,3161,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,2008,Little West St & 1 Pl,40.70569254,-74.01677685,32055,Subscriber,1959,1
3072,2019-01-01T13:04:57Z,2019-01-01T13:56:10Z,3163,Central Park West & W 68 St,40.7734066,-73.97782542,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,29941,Customer,1985,1
