tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
320,2019-01-01T00:01:47Z,2019-01-01T00:07:07Z,3160,Central Park West & W 76 St,40.77896784,-73.97374737,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,15839,Subscriber,1971,1
316,2019-01-01T00:04:43Z,2019-01-01T00:10:00Z,519,Pershing Square North,40.751873,-73.977706,518,E 39 St & 2 Ave,40.74780373,-73.9734419,32723,Subscriber,1964,1
591,2019-01-01T00:06:03Z,2019-01-01T00:15:55Z,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,3154,E 77 St & 3 Ave,40.77314236,-73.95856158,27451,Subscriber,1987,1
2719,2019-01-01T00:07:03Z,2019-01-01T00:52:22Z,504,1 Ave & E 16 St,40.73221853,-73.98165557,3709,W 15 St & 6 Ave,40.738046142482766,-73.99642959237099,21579,Subscriber,1990,1
303,2019-01-01T00:07:35Z,2019-01-01T00:12:39Z,229,Great Jones St,40.72743423,-73.99379025,503,E 20 St & Park Ave,40.73827428,-73.98751968,35379,Subscriber,1979,1
535,2019-01-01T00:08:33Z,2019-01-01T00:17:28Z,3630,Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308,3529,Lenox Ave & W 130 St,40.8107922,-73.9430681,30315,Subscriber,1989,2
280,2019-01-01T00:09:21Z,2019-01-01T00:14:01Z,3675,3 Ave & E 95 St,40.784596798848916,-73.94968539476395,3288,E 88 St & 1 Ave,40.778301,-73.9488134,35391,Subscriber,1987,1
1547,2019-01-01T00:11:22Z,2019-01-01T00:37:10Z,285,Broadway & E 14 St,40.73454567,-73.99074142,3358,Garfield Pl & 8 Ave,40.6711978,-73.97484126,35551,Subscriber,1981,1
300,2019-01-01T00:12:17Z,2019-01-01T00:17:18Z,3394,Columbia St & W 9 St,40.6769993,-74.00647134,3398,Smith St & 9 St,40.6746957,-73.99785768,18636,Subscriber,1990,2
123,2019-01-01T00:12:19Z,2019-01-01T00:14:23Z,432,E 7 St & Avenue A,40.72621788,-73.98379855,3656,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,35206,Subscriber,1987,1
932,2019-01-01T00:14:02Z,2019-01-01T00:29:35Z,379,W 31 St & 7 Ave,40.749156,-73.9916,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,35148,Subscriber,1986,1
209,2019-01-01T00:15:09Z,2019-01-01T00:18:39Z,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,301,E 2 St & Avenue B,40.72217444,-73.98368779,34416,Subscriber,1998,2
976,2019-01-01T00:15:12Z,2019-01-01T00:31:29Z,3452,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,251,Mott St & Prince St,40.72317958,-73.99480012,35685,Subscriber,1994,1
97,2019-01-01T00:15:40Z,2019-01-01T00:17:17Z,3430,Richardson St & N Henry St,40.71907891179564,-73.94223690032959,3095,Graham Ave & Herbert St,40.71929301,-73.94500379,34307,Subscriber,1988,1
467,2019-01-01T00:16:22Z,2019-01-01T00:24:10Z,507,E 25 St & 2 Ave,40.73912601,-73.97973776,492,W 33 St & 7 Ave,40.75019995,-73.99093085,35561,Subscriber,1989,1
348,2019-01-01T00:17:28Z,2019-01-01T00:23:17Z,3095,Graham Ave & Herbert St,40.71929301,-73.94500379,3101,N 12 St & Bedford Ave,40.72079821,-73.95484712,35695,Subscriber,1988,1
505,2019-01-01T00:18:45Z,2019-01-01T00:27:10Z,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,359,E 47 St & Park Ave,40.75510267,-73.97498696,31801,Subscriber,1981,1
3494,2019-01-01T00:18:57Z,2019-01-01T01:17:11Z,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,35785,Subscriber,1954,1
829,2019-01-01T00:19:08Z,2019-01-01T00:32:57Z,3165,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,3295,Central Park W & W 96 St,40.79127,-73.964839,32106,Subscriber,1969,0
451,2019-01-01T00:21:00Z,2019-01-01T00:28:31Z,403,E 2 St & 2 Ave,40.72502876,-73.99069656,545,E 23 St & 1 Ave,40.736502,-73.97809472,32038,Subscriber,1985,1
736,2019-01-01T00:21:02Z,2019-01-01T00:33:19Z,3165,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,3295,Central Park W & W 96 St,40.79127,-73.964839,16761,Customer,1989,2
617,2019-01-01T00:21:25Z,2019-01-01T00:31:42Z,3159,W 67 St & Broadway,40.77492513,-73.98266566,3142,1 Ave & E 62 St,40.7612274,-73.96094022,24895,Subscriber,1998,1
537,2019-01-01T00:21:42Z,2019-01-01T00:30:40Z,3231,E 67 St & Park Ave,40.76780080148132,-73.96592080593109,519,Pershing Square North,40.751873,-73.977706,30089,Subscriber,1996,1
377,2019-01-01T00:23:26Z,2019-01-01T00:29:43Z,435,W 21 St & 6 Ave,40.74173969,-73.99415556,509,9 Ave & W 22 St,40.7454973,-74.00197139,32313,Subscriber,1968,2
643,2019-01-01T00:24:10Z,2019-01-01T00:34:54Z,484,W 44 St & 5 Ave,40.75500254,-73.98014437,484,W 44 St & 5 Ave,40.75500254,-73.98014437,34089,Subscriber,1975,1
199,2019-01-01T00:24:55Z,2019-01-01T00:28:14Z,3302,Columbus Ave & W 103 St,40.7969347,-73.9643412291,3630,Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308,35775,Subscriber,1989,1
414,2019-01-01T00:24:59Z,2019-01-01T00:31:53Z,3321,Clinton St & Union St,40.6831164,-73.99785267,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,34381,Subscriber,1975,2
1145,2019-01-01T00:25:00Z,2019-01-01T00:44:05Z,3163,Central Park West & W 68 St,40.7734066,-73.97782542,490,8 Ave & W 33 St,40.751551,-73.993934,24945,Customer,1969,0
1068,2019-01-01T00:25:13Z,2019-01-01T00:43:01Z,394,E 9 St & Avenue C,40.72521311,-73.97768752,3431,E 35 St & 3 Ave,40.746524,-73.977885,32042,Subscriber,1996,1
357,2019-01-01T00:25:30Z,2019-01-01T00:31:27Z,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,3167,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,33859,Subscriber,1979,2
1102,2019-01-01T00:25:49Z,2019-01-01T00:44:12Z,3163,Central Park West & W 68 St,40.7734066,-73.97782542,490,8 Ave & W 33 St,40.751551,-73.993934,29389,Customer,1969,0
1097,2019-01-01T00:25:49Z,2019-01-01T00:44:06Z,3163,Central Park West & W 68 St,40.7734066,-73.97782542,490,8 Ave & W 33 St,40.751551,-73.993934,33607,Customer,1969,0
607,2019-01-01T00:26:16Z,2019-01-01T00:36:23Z,285,Broadway & E 14 St,40.73454567,-73.99074142,301,E 2 St & Avenue B,40.72217444,-73.98368779,33456,Subscriber,1999,1
133,2019-01-01T00:26:35Z,2019-01-01T00:28:48Z,3656,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,432,E 7 St & Avenue A,40.72621788,-73.98379855,34266,Subscriber,1987,1
1222,2019-01-01T00:26:42Z,2019-01-01T00:47:04Z,3304,6 Ave & 9 St,40.668127,-73.98377641,396,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392,30705,Subscriber,1969,2
1030,2019-01-01T00:27:04Z,2019-01-01T00:44:15Z,3163,Central Park West & W 68 St,40.7734066,-73.97782542,490,8 Ave & W 33 St,40.751551,-73.993934,29712,Customer,1969,0
813,2019-01-01T00:27:12Z,2019-01-01T00:40:45Z,3165,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,450,W 49 St & 8 Ave,40.76227205,-73.98788205,32899,Subscriber,1970,1
3491,2019-01-01T00:27:17Z,2019-01-01T01:25:28Z,3574,Prospect Pl & Underhill Ave,40.6769694,-73.96579,432,E 7 St & Avenue A,40.72621788,-73.98379855,32404,Subscriber,1994,1
788,2019-01-01T00:27:32Z,2019-01-01T00:40:40Z,534,Water - Whitehall Plaza,40.70255065,-74.0127234,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,28961,Customer,1984,2
787,2019-01-01T00:27:34Z,2019-01-01T00:40:41Z,534,Water - Whitehall Plaza,40.70255065,-74.0127234,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,16825,Customer,1971,1
369,2019-01-01T00:28:02Z,2019-01-01T00:34:12Z,3367,5 Ave & E 103 St,40.7922553,-73.95249933,3492,E 118 St & Park Ave,40.8005385,-73.9419949,27026,Subscriber,1999,1
716,2019-01-01T00:28:42Z,2019-01-01T00:40:39Z,3165,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,450,W 49 St & 8 Ave,40.76227205,-73.98788205,28774,Subscriber,1972,2
476,2019-01-01T00:28:54Z,2019-01-01T00:36:50Z,307,Canal St & Rutgers St,40.71427487,-73.98990025,3467,W Broadway & Spring Street,40.72494672359416,-74.00165855884552,24932,Subscriber,1990,1
904,2019-01-01T00:29:16Z,2019-01-01T00:44:20Z,3235,E 41 St & Madison Ave,40.752165280621966,-73.97992193698882,297,E 15 St & 3 Ave,40.734232,-73.986923,28407,Subscriber,1986,2
375,2019-01-01T00:29:16Z,2019-01-01T00:35:32Z,168,W 18 St & 6 Ave,40.73971301,-73.99456405,504,1 Ave & E 16 St,40.73221853,-73.98165557,28429,Subscriber,1995,1
795,2019-01-01T00:29:18Z,2019-01-01T00:42:34Z,328,Watts St & Greenwich St,40.72405549,-74.00965965,361,Allen St & Hester St,40.71605866,-73.99190759,32962,Subscriber,1972,1
541,2019-01-01T00:29:27Z,2019-01-01T00:38:28Z,223,W 13 St & 7 Ave,40.73781509,-73.99994661,432,E 7 St & Avenue A,40.72621788,-73.98379855,30106,Subscriber,1982,1
1265,2019-01-01T00:29:29Z,2019-01-01T00:50:35Z,3585,Union St & Bedford Ave,40.6691783,-73.9554162,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,35621,Subscriber,1993,1
1408,2019-01-01T00:31:26Z,2019-01-01T00:54:54Z,79,Franklin St & W Broadway,40.71911552,-74.00666661,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,30597,Subscriber,1994,1
711,2019-01-01T00:31:36Z,2019-01-01T00:43:28Z,346,Bank St & Hudson St,40.73652889,-74.00618026,529,W 42 St & 8 Ave,40.7575699,-73.99098507,29078,Subscriber,1980,1
216,2019-01-01T00:31:55Z,2019-01-01T00:35:32Z,3453,Devoe St & Lorimer St,40.71335226222875,-73.9491033554077,3085,Roebling St & N 4 St,40.71469,-73.95739,34991,Subscriber,1992,1
2512,2019-01-01T00:32:13Z,2019-01-01T01:14:05Z,3108,Nassau Ave & Russell St,40.72557,-73.94434,391,Clark St & Henry St,40.69760127,-73.99344559,35059,Subscriber,1985,2
524,2019-01-01T00:32:14Z,2019-01-01T00:40:59Z,3467,W Broadway & Spring Street,40.72494672359416,-74.00165855884552,127,Barrow St & Hudson St,40.73172428,-74.00674436,34778,Subscriber,1963,2
220,2019-01-01T00:34:01Z,2019-01-01T00:37:42Z,316,Fulton St & William St,40.70955958,-74.00653609,195,Liberty St & Broadway,40.70905623,-74.01043382,20120,Subscriber,1980,1
284,2019-01-01T00:34:35Z,2019-01-01T00:39:20Z,476,E 31 St & 3 Ave,40.74394314,-73.97966069,536,1 Ave & E 30 St,40.74144387,-73.97536082,17408,Subscriber,1972,2
292,2019-01-01T00:34:49Z,2019-01-01T00:39:42Z,265,Stanton St & Chrystie St,40.72229346,-73.99147535,326,E 11 St & 1 Ave,40.72953837,-73.98426726,29149,Subscriber,1991,1
837,2019-01-01T00:35:00Z,2019-01-01T00:48:57Z,3115,India St & Manhattan Ave,40.73232194,-73.9550858,3067,Broadway & Whipple St,40.7016657,-73.9437303,21528,Subscriber,1989,1
837,2019-01-01T00:35:04Z,2019-01-01T00:49:01Z,458,11 Ave & W 27 St,40.751396,-74.005226,334,W 20 St & 7 Ave,40.74238787,-73.99726235,29066,Subscriber,1960,1
187,2019-01-01T00:35:03Z,2019-01-01T00:38:10Z,484,W 44 St & 5 Ave,40.75500254,-73.98014437,524,W 43 St & 6 Ave,40.75527307,-73.98316936,34089,Subscriber,1975,1
591,2019-01-01T00:35:27Z,2019-01-01T00:45:18Z,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,3350,W 100 St & Broadway,40.7973721,-73.97041192,35750,Subscriber,1985,1
700,2019-01-01T00:37:51Z,2019-01-01T00:49:31Z,259,South St & Whitehall St,40.70122128,-74.01234218,340,Madison St & Clinton St,40.71269042,-73.98776323,34720,Subscriber,1979,1
268,2019-01-01T00:37:57Z,2019-01-01T00:42:26Z,439,E 4 St & 2 Ave,40.7262807,-73.98978041,150,E 2 St & Avenue C,40.7208736,-73.98085795,20727,Subscriber,1980,1
604,2019-01-01T00:38:16Z,2019-01-01T00:48:20Z,435,W 21 St & 6 Ave,40.74173969,-73.99415556,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,30275,Subscriber,1955,1
714,2019-01-01T00:39:11Z,2019-01-01T00:51:05Z,355,Bayard St & Baxter St,40.71602118,-73.99974372,415,Pearl St & Hanover Square,40.7047177,-74.00926027,26778,Subscriber,1995,2
711,2019-01-01T00:39:20Z,2019-01-01T00:51:11Z,355,Bayard St & Baxter St,40.71602118,-73.99974372,415,Pearl St & Hanover Square,40.7047177,-74.00926027,35109,Subscriber,1994,1
537,2019-01-01T00:39:36Z,2019-01-01T00:48:34Z,402,Broadway & E 22 St,40.7403432,-73.98955109,3244,University Pl & E 8 St,40.73143724085228,-73.99490341544151,33306,Subscriber,1949,1
538,2019-01-01T00:40:43Z,2019-01-01T00:49:41Z,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,3081,Graham Ave & Grand St,40.711863,-73.944024,30884,Subscriber,1986,1
734,2019-01-01T00:40:43Z,2019-01-01T00:52:57Z,305,E 58 St & 3 Ave,40.76095756,-73.96724467,499,Broadway & W 60 St,40.76915505,-73.98191841,35076,Subscriber,1962,1
341,2019-01-01T00:41:22Z,2019-01-01T00:47:03Z,3398,Smith St & 9 St,40.6746957,-73.99785768,3340,Wolcott St & Dwight St,40.6753274,-74.0100698,28907,Customer,1982,1
254,2019-01-01T00:41:34Z,2019-01-01T00:45:48Z,402,Broadway & E 22 St,40.7403432,-73.98955109,435,W 21 St & 6 Ave,40.74173969,-73.99415556,31657,Subscriber,1996,2
652,2019-01-01T00:41:43Z,2019-01-01T00:52:36Z,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,445,E 10 St & Avenue A,40.72740794,-73.98142006,35366,Subscriber,1950,1
2919,2019-01-01T00:42:01Z,2019-01-01T01:30:40Z,3285,W 87 St & Amsterdam Ave,40.78839,-73.9747,3162,W 78 St & Broadway,40.78339981,-73.98093133,18737,Subscriber,1972,1
740,2019-01-01T00:42:16Z,2019-01-01T00:54:36Z,524,W 43 St & 6 Ave,40.75527307,-73.98316936,526,E 33 St & 5 Ave,40.74765947,-73.98490707,34089,Subscriber,1975,1
572,2019-01-01T00:42:55Z,2019-01-01T00:52:28Z,2003,1 Ave & E 18 St,40.733812191966315,-73.98054420948029,401,Allen St & Rivington St,40.72019576,-73.98997825,20635,Subscriber,1989,1
792,2019-01-01T00:43:10Z,2019-01-01T00:56:22Z,466,W 25 St & 6 Ave,40.74395411,-73.99144871,447,8 Ave & W 52 St,40.76370739,-73.9851615,27917,Subscriber,1989,1
177,2019-01-01T00:43:12Z,2019-01-01T00:46:10Z,3538,W 110 St & Amsterdam Ave,40.802692,-73.96295,3357,W 106 St & Amsterdam Ave,40.8008363,-73.9664492472,29809,Subscriber,1972,2
1437,2019-01-01T00:43:32Z,2019-01-01T01:07:29Z,3140,1 Ave & E 78 St,40.77140426,-73.9535166,3553,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,32496,Customer,1981,2
534,2019-01-01T00:43:52Z,2019-01-01T00:52:46Z,325,E 19 St & 3 Ave,40.73624527,-73.98473765,410,Suffolk St & Stanton St,40.72066442,-73.98517977,15145,Subscriber,1973,1
957,2019-01-01T00:43:57Z,2019-01-01T00:59:55Z,447,8 Ave & W 52 St,40.76370739,-73.9851615,3153,E 71 St & 2 Ave,40.76817546742245,-73.95910263061523,17203,Subscriber,1989,2
772,2019-01-01T00:44:07Z,2019-01-01T00:57:00Z,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,3571,Bedford Ave & Bergen St,40.676368,-73.952918,18418,Subscriber,1992,1
1285,2019-01-01T00:45:04Z,2019-01-01T01:06:30Z,387,Centre St & Chambers St,40.71273266,-74.0046073,439,E 4 St & 2 Ave,40.7262807,-73.98978041,34097,Subscriber,1954,2
665,2019-01-01T00:45:17Z,2019-01-01T00:56:22Z,377,6 Ave & Canal St,40.72243797,-74.00566443,311,Norfolk St & Broome St,40.7172274,-73.98802084,31245,Subscriber,1987,1
100,2019-01-01T00:45:32Z,2019-01-01T00:47:12Z,3286,E 89 St & 3 Ave,40.7806284,-73.9521667,3305,E 91 St & 2 Ave,40.78112229934166,-73.94965589046478,27766,Subscriber,1999,1
659,2019-01-01T00:45:41Z,2019-01-01T00:56:40Z,3141,1 Ave & E 68 St,40.76500525,-73.95818491,461,E 20 St & 2 Ave,40.73587678,-73.98205027,35789,Subscriber,1985,1
1084,2019-01-01T00:46:13Z,2019-01-01T01:04:18Z,3259,9 Ave & W 28 St,40.74937024193277,-73.99923384189606,285,Broadway & E 14 St,40.73454567,-73.99074142,14656,Subscriber,1973,1
2932,2019-01-01T00:46:21Z,2019-01-01T01:35:13Z,435,W 21 St & 6 Ave,40.74173969,-73.99415556,3427,Lafayette St & Jersey St,40.72430527250332,-73.99600982666016,34861,Subscriber,1996,2
330,2019-01-01T00:46:27Z,2019-01-01T00:51:57Z,3137,5 Ave & E 73 St,40.77282817,-73.96685276,3372,E 74 St & 1 Ave,40.7689738,-73.95482273,31501,Subscriber,1992,2
1091,2019-01-01T00:47:30Z,2019-01-01T01:05:42Z,2010,Grand St & Greene St,40.72165481,-74.00234737,3664,North Moore St & Greenwich St,40.72019521437465,-74.0103006362915,30567,Customer,1982,1
282,2019-01-01T00:47:58Z,2019-01-01T00:52:41Z,504,1 Ave & E 16 St,40.73221853,-73.98165557,487,E 20 St & FDR Drive,40.73314259,-73.97573881,17370,Subscriber,1990,1
199,2019-01-01T00:48:16Z,2019-01-01T00:51:35Z,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,3553,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,15431,Subscriber,1968,2
274,2019-01-01T00:48:22Z,2019-01-01T00:52:57Z,504,1 Ave & E 16 St,40.73221853,-73.98165557,487,E 20 St & FDR Drive,40.73314259,-73.97573881,16002,Subscriber,1983,1
594,2019-01-01T00:48:36Z,2019-01-01T00:58:31Z,495,W 47 St & 10 Ave,40.76269882,-73.99301222,458,11 Ave & W 27 St,40.751396,-74.005226,25863,Subscriber,1965,1
297,2019-01-01T00:48:36Z,2019-01-01T00:53:34Z,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,32636,Subscriber,1994,1
468,2019-01-01T00:49:05Z,2019-01-01T00:56:53Z,195,Liberty St & Broadway,40.70905623,-74.01043382,195,Liberty St & Broadway,40.70905623,-74.01043382,20120,Subscriber,1980,1
293,2019-01-01T00:49:24Z,2019-01-01T00:54:17Z,3335,Union St & 4 Ave,40.6772744,-73.98282002,3322,12 St & 4 Ave,40.668603,-73.9904394,20101,Subscriber,1987,1
2531,2019-01-01T00:49:33Z,2019-01-01T01:31:45Z,3358,Garfield Pl & 8 Ave,40.6711978,-73.97484126,423,W 54 St & 9 Ave,40.76584941,-73.98690506,35551,Subscriber,1981,1
200,2019-01-01T00:49:42Z,2019-01-01T00:53:02Z,3260,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554,403,E 2 St & 2 Ave,40.72502876,-73.99069656,19922,Subscriber,1985,1
967,2019-01-01T00:50:10Z,2019-01-01T01:06:17Z,524,W 43 St & 6 Ave,40.75527307,-73.98316936,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,35052,Subscriber,1981,1
313,2019-01-01T00:50:09Z,2019-01-01T00:55:22Z,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,3088,Union Ave & Jackson St,40.7160751,-73.952029,30302,Subscriber,1986,1
758,2019-01-01T00:50:34Z,2019-01-01T01:03:12Z,3165,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,495,W 47 St & 10 Ave,40.76269882,-73.99301222,28480,Subscriber,1972,1
783,2019-01-01T00:51:22Z,2019-01-01T01:04:25Z,3137,5 Ave & E 73 St,40.77282817,-73.96685276,3157,East End Ave & E 86 St,40.77518615,-73.94446054,31350,Subscriber,1970,1
402,2019-01-01T00:53:18Z,2019-01-01T01:00:00Z,3435,Grand St & Elizabeth St,40.718822,-73.99596,502,Henry St & Grand St,40.714215,-73.981346,34090,Subscriber,1970,1
388,2019-01-01T00:53:21Z,2019-01-01T00:59:49Z,484,W 44 St & 5 Ave,40.75500254,-73.98014437,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,29738,Subscriber,1984,1
714,2019-01-01T00:53:25Z,2019-01-01T01:05:19Z,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,15693,Subscriber,1987,2
273,2019-01-01T00:53:54Z,2019-01-01T00:58:28Z,3429,Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863,3419,Douglass St & 4 Ave,40.6792788,-73.98154004,21056,Subscriber,1988,1
659,2019-01-01T00:54:17Z,2019-01-01T01:05:17Z,3587,Carroll St & Washington Ave,40.6686744,-73.9618148,3300,Prospect Park West & 8 St,40.66514681533792,-73.97637605667114,19245,Subscriber,1973,1
1086,2019-01-01T00:54:50Z,2019-01-01T01:12:57Z,526,E 33 St & 5 Ave,40.74765947,-73.98490707,516,E 47 St & 1 Ave,40.75206862,-73.96784384,34089,Subscriber,1975,1
138,2019-01-01T00:54:59Z,2019-01-01T00:57:17Z,3314,W 95 St & Broadway,40.7937704,-73.971888,3293,W 92 St & Broadway,40.7921,-73.9739,27036,Subscriber,1954,1
857,2019-01-01T00:55:06Z,2019-01-01T01:09:24Z,504,1 Ave & E 16 St,40.73221853,-73.98165557,3656,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,15163,Subscriber,1990,1
793,2019-01-01T00:55:06Z,2019-01-01T01:08:19Z,3486,Schermerhorn St & Bond St,40.688417427540834,-73.98451656103134,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,34649,Subscriber,1991,1
105,2019-01-01T00:55:24Z,2019-01-01T00:57:10Z,497,E 17 St & Broadway,40.73704984,-73.99009296,3463,E 16 St & Irving Pl,40.735367055605394,-73.98797392845154,34764,Subscriber,1994,1
851,2019-01-01T00:55:58Z,2019-01-01T01:10:09Z,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,35649,Subscriber,1988,2
209,2019-01-01T00:56:09Z,2019-01-01T00:59:38Z,3381,3 St & Hoyt St,40.6777287,-73.99364123,3396,Clinton St & 4 Place,40.6783563,-74.00014502,35137,Subscriber,1969,1
2009,2019-01-01T00:56:19Z,2019-01-01T01:29:49Z,3165,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,3461,Murray St & Greenwich St,40.714851505262516,-74.01122331619263,35162,Subscriber,1964,1
2294,2019-01-01T00:56:30Z,2019-01-01T01:34:45Z,349,Rivington St & Ridge St,40.71850211,-73.98329859,3541,Amsterdam Ave & W 125 St,40.813358,-73.956461,35610,Customer,1998,1
342,2019-01-01T00:56:46Z,2019-01-01T01:02:28Z,3159,W 67 St & Broadway,40.77492513,-73.98266566,3166,Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449,34967,Subscriber,1990,1
675,2019-01-01T00:56:38Z,2019-01-01T01:07:54Z,3486,Schermerhorn St & Bond St,40.688417427540834,-73.98451656103134,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,24797,Customer,1969,0
2088,2019-01-01T00:56:47Z,2019-01-01T01:31:36Z,487,E 20 St & FDR Drive,40.73314259,-73.97573881,3386,1 Pl & Clinton St,40.6809591,-73.99905709,35209,Subscriber,1992,1
832,2019-01-01T00:56:57Z,2019-01-01T01:10:49Z,128,MacDougal St & Prince St,40.72710258,-74.00297088,383,Greenwich Ave & Charles St,40.735238,-74.000271,25335,Subscriber,1989,1
391,2019-01-01T00:57:06Z,2019-01-01T01:03:37Z,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,447,8 Ave & W 52 St,40.76370739,-73.9851615,29015,Subscriber,1969,0
796,2019-01-01T00:57:53Z,2019-01-01T01:11:09Z,458,11 Ave & W 27 St,40.751396,-74.005226,3709,W 15 St & 6 Ave,40.738046142482766,-73.99642959237099,29955,Subscriber,1980,0
434,2019-01-01T00:57:54Z,2019-01-01T01:05:08Z,128,MacDougal St & Prince St,40.72710258,-74.00297088,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,33926,Subscriber,1991,1
721,2019-01-01T00:58:08Z,2019-01-01T01:10:09Z,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,35662,Subscriber,1985,1
167,2019-01-01T00:57:57Z,2019-01-01T01:00:45Z,447,8 Ave & W 52 St,40.76370739,-73.9851615,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,27917,Subscriber,1989,1
1771,2019-01-01T00:58:32Z,2019-01-01T01:28:03Z,519,Pershing Square North,40.751873,-73.977706,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,35771,Customer,1988,1
1066,2019-01-01T00:58:40Z,2019-01-01T01:16:26Z,358,Christopher St & Greenwich St,40.73291553,-74.00711384,530,11 Ave & W 59 St,40.77149671054441,-73.99046033620834,24894,Subscriber,1971,1
637,2019-01-01T00:58:44Z,2019-01-01T01:09:22Z,3317,10 St & 5 Ave,40.6686273,-73.98700053,3415,Prospect Pl & 6 Ave,40.6793307,-73.97519523,33199,Subscriber,1981,1
829,2019-01-01T00:58:40Z,2019-01-01T01:12:30Z,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,30275,Subscriber,1978,2
490,2019-01-01T00:58:49Z,2019-01-01T01:07:00Z,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,545,E 23 St & 1 Ave,40.736502,-73.97809472,35674,Subscriber,1987,1
618,2019-01-01T00:59:03Z,2019-01-01T01:09:21Z,3317,10 St & 5 Ave,40.6686273,-73.98700053,3415,Prospect Pl & 6 Ave,40.6793307,-73.97519523,25064,Subscriber,1984,2
579,2019-01-01T00:59:29Z,2019-01-01T01:09:08Z,467,Dean St & 4 Ave,40.68312489,-73.97895137,3673,Dean St & Franklin Ave,40.67759206937376,-73.955637216568,32170,Subscriber,1992,2
64,2019-01-01T00:59:30Z,2019-01-01T01:00:35Z,402,Broadway & E 22 St,40.7403432,-73.98955109,402,Broadway & E 22 St,40.7403432,-73.98955109,34775,Customer,1983,1
1621,2019-01-01T00:59:38Z,2019-01-01T01:26:39Z,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,3609,Vernon Blvd & 31 Ave,40.7692475,-73.9354504,32761,Subscriber,1984,1
733,2019-01-01T01:00:29Z,2019-01-01T01:12:42Z,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,3372,E 74 St & 1 Ave,40.7689738,-73.95482273,35436,Subscriber,1984,1
320,2019-01-01T01:00:28Z,2019-01-01T01:05:48Z,412,Forsyth St & Canal St,40.7158155,-73.99422366,279,Peck Slip & Front St,40.707873,-74.00167,16471,Subscriber,1995,1
